countryName,pollutant,reportingYear,emissions
Romania,Carbon dioxide (CO2) excluding biomass,2019,36900000
Romania,Carbon monoxide (CO),2019,103284000
Romania,Chlorine and inorganic compounds (as HCl),2019,11400
Romania,Chromium and compounds (as Cr),2019,723
Romania,Copper and compounds (as Cu),2019,204
Romania,Lead and compounds (as Pb),2019,4570
Romania,Mercury and compounds (as Hg),2019,151.3
Romania,Methane (CH4),2019,39012000
Romania,Nickel and compounds (as Ni),2019,290
Romania,Nitrogen oxides (NOX),2019,40465000
Romania,Nitrous oxide (N2O),2019,1053700
Romania,Non-methane volatile organic compounds (NMVOC),2019,7253000
Romania,Particulate matter (PM10),2019,2754200
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.0029499999999999995
Romania,Perfluorocarbons (PFCs),2019,483
Romania,Polychlorinated biphenyls (PCBs),2019,12
Romania,Polycyclic aromatic hydrocarbons (PAHs),2019,6020
Romania,Sulphur oxides (SOX),2019,33007000
Romania,Zinc and compounds (as Zn),2019,9932
Romania,Ammonia (NH3),2020,17317200
Romania,Arsenic and compounds (as As),2020,388
Romania,Cadmium and compounds (as Cd),2020,103.4
Romania,Carbon dioxide (CO2),2020,38972000000
Romania,Carbon dioxide (CO2) excluding biomass,2020,38200000
Romania,Carbon monoxide (CO),2020,95490000
Romania,Chlorine and inorganic compounds (as HCl),2020,52400
Romania,Chromium and compounds (as Cr),2020,2054
Romania,Copper and compounds (as Cu),2020,193
Romania,Lead and compounds (as Pb),2020,4609
Romania,Mercury and compounds (as Hg),2020,112.7
Romania,Methane (CH4),2020,34934000
Romania,Nickel and compounds (as Ni),2020,434
Romania,Nitrogen oxides (NOX),2020,33338000
Romania,Nitrous oxide (N2O),2020,925500
Romania,Non-methane volatile organic compounds (NMVOC),2020,6524000
Romania,Particulate matter (PM10),2020,2523600
Romania,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.005457
Romania,Perfluorocarbons (PFCs),2020,445
Romania,Polychlorinated biphenyls (PCBs),2020,11
Romania,Polycyclic aromatic hydrocarbons (PAHs),2020,5500
Romania,Sulphur oxides (SOX),2020,27137000
Romania,Zinc and compounds (as Zn),2020,8625
Serbia,Nitrogen oxides (NOX),2009,9701000
Serbia,Sulphur oxides (SOX),2009,1739000
Serbia,Nitrogen oxides (NOX),2010,122000
Serbia,Sulphur oxides (SOX),2010,404000
Serbia,Ammonia (NH3),2011,1128900
Serbia,Non-methane volatile organic compounds (NMVOC),2011,116000
Serbia,Particulate matter (PM10),2011,60500
Serbia,Nitrogen oxides (NOX),2012,116000
Serbia,Ammonia (NH3),2013,1955300
Serbia,Methane (CH4),2013,1980000
Serbia,Non-methane volatile organic compounds (NMVOC),2013,225000
Serbia,Particulate matter (PM10),2013,55400
Serbia,Ammonia (NH3),2014,1750700
Serbia,Methane (CH4),2014,698000
Serbia,Non-methane volatile organic compounds (NMVOC),2014,118000
Serbia,Nitrogen oxides (NOX),2015,241000
Serbia,Ammonia (NH3),2016,329200
Serbia,Ammonia (NH3),2018,3723500
Serbia,Nitrogen oxides (NOX),2018,50379000
Serbia,Particulate matter (PM10),2018,11739800
Serbia,Sulphur oxides (SOX),2018,374956000
Serbia,Ammonia (NH3),2019,3878000
Serbia,Nitrogen oxides (NOX),2019,71955000
Serbia,Particulate matter (PM10),2019,9490800
Serbia,Sulphur oxides (SOX),2019,340157000
Serbia,Ammonia (NH3),2020,2982500
Serbia,Nitrogen oxides (NOX),2020,82494000
Serbia,Particulate matter (PM10),2020,9878600
Serbia,Sulphur oxides (SOX),2020,367188000
Slovakia,Ammonia (NH3),2007,215000
Slovakia,Arsenic and compounds (as As),2007,284
Slovakia,Benzene,2007,10330
Slovakia,Carbon dioxide (CO2),2007,1098000000
Slovakia,Carbon monoxide (CO),2007,3051000
Slovakia,Chlorine and inorganic compounds (as HCl),2007,13100
Slovakia,Mercury and compounds (as Hg),2007,298
Slovakia,Nitrogen oxides (NOX),2007,1216000
Slovakia,Non-methane volatile organic compounds (NMVOC),2007,1022000
Slovakia,Sulphur oxides (SOX),2007,3499000
Slovakia,Ammonia (NH3),2008,156500
Slovakia,Arsenic and compounds (as As),2008,164
Slovakia,Benzene,2008,9600
Slovakia,Carbon dioxide (CO2),2008,1171000000
Slovakia,Carbon monoxide (CO),2008,4691000
Slovakia,Chlorine and inorganic compounds (as HCl),2008,12100
Slovakia,Mercury and compounds (as Hg),2008,240.8
Slovakia,Methane (CH4),2008,750000
Slovakia,Nitrogen oxides (NOX),2008,1582000
Slovakia,Non-methane volatile organic compounds (NMVOC),2008,860000
Slovakia,Sulphur oxides (SOX),2008,2153000
Slovakia,Ammonia (NH3),2009,175000
Slovakia,Benzene,2009,5280
Slovakia,Carbon dioxide (CO2),2009,1870000000
Slovakia,Carbon monoxide (CO),2009,3190000
Slovakia,Methane (CH4),2009,829000
Slovakia,Nickel and compounds (as Ni),2009,978
Slovakia,Nitrogen oxides (NOX),2009,2736000
Slovakia,Non-methane volatile organic compounds (NMVOC),2009,581000
Slovakia,Sulphur oxides (SOX),2009,6163000
Slovakia,Ammonia (NH3),2010,180900
Slovakia,Benzene,2010,7250
Slovakia,Carbon dioxide (CO2),2010,1878000000
Slovakia,Carbon monoxide (CO),2010,1200000
Slovakia,Methane (CH4),2010,911000
Slovakia,Nickel and compounds (as Ni),2010,380
Slovakia,Nitrogen oxides (NOX),2010,2636000
Slovakia,Non-methane volatile organic compounds (NMVOC),2010,462000
Slovakia,Sulphur oxides (SOX),2010,8540000
Slovakia,Ammonia (NH3),2011,73800
Slovakia,Benzene,2011,12800
Slovakia,Carbon dioxide (CO2),2011,1985000000
Slovakia,Carbon monoxide (CO),2011,1416000
Slovakia,Methane (CH4),2011,930000
Slovakia,Nickel and compounds (as Ni),2011,1770
Slovakia,Nitrogen oxides (NOX),2011,2403000
Slovakia,Non-methane volatile organic compounds (NMVOC),2011,496000
Slovakia,Sulphur oxides (SOX),2011,5630000
Slovakia,Ammonia (NH3),2012,104400
Slovakia,Benzene,2012,6950
Slovakia,Cadmium and compounds (as Cd),2012,11
Slovakia,Carbon dioxide (CO2),2012,1779000000
Slovakia,Carbon monoxide (CO),2012,1450000
Slovakia,Chromium and compounds (as Cr),2012,2670
Slovakia,Fluorine and inorganic compounds (as HF),2012,14100
Slovakia,Hydro-fluorocarbons (HFCS),2012,71400
Slovakia,Methane (CH4),2012,612000
Slovakia,Nickel and compounds (as Ni),2012,1690
Slovakia,Nitrogen oxides (NOX),2012,2081000
Slovakia,Non-methane volatile organic compounds (NMVOC),2012,229000
Slovakia,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.00115
Slovakia,Sulphur oxides (SOX),2012,1610000
Slovakia,Ammonia (NH3),2013,73700
Slovakia,Carbon dioxide (CO2),2013,1143000000
Slovakia,Chromium and compounds (as Cr),2013,278
Slovakia,Fluorine and inorganic compounds (as HF),2013,11600
Slovakia,Methane (CH4),2013,721000
Slovakia,Nickel and compounds (as Ni),2013,145
Slovakia,Nitrogen oxides (NOX),2013,1360000
Slovakia,PCDD + PCDF (dioxins + furans) (as Teq),2013,0.00094
Slovakia,Sulphur oxides (SOX),2013,320000
Slovakia,Ammonia (NH3),2014,38400
Slovakia,Carbon dioxide (CO2),2014,710000000
Slovakia,Chromium and compounds (as Cr),2014,180
Slovakia,Fluorine and inorganic compounds (as HF),2014,7500
Slovakia,Methane (CH4),2014,616000
Slovakia,Nickel and compounds (as Ni),2014,678
Slovakia,Nitrogen oxides (NOX),2014,838000
Slovakia,Non-methane volatile organic compounds (NMVOC),2014,110000
Slovakia,PCDD + PCDF (dioxins + furans) (as Teq),2014,0.0006
Slovakia,Sulphur oxides (SOX),2014,416000
Slovakia,Carbon dioxide (CO2),2015,798000000
Slovakia,Methane (CH4),2015,629000
Slovakia,Nickel and compounds (as Ni),2015,489
Slovakia,Nitrogen oxides (NOX),2015,904000
Slovakia,Non-methane volatile organic compounds (NMVOC),2015,110000
Slovakia,Sulphur oxides (SOX),2015,527000
Slovenia,Ammonia (NH3),2007,709200
Slovenia,Arsenic and compounds (as As),2007,97.9
Slovenia,Benzene,2007,11250
Slovenia,Cadmium and compounds (as Cd),2007,11
Slovenia,Carbon dioxide (CO2),2007,7720000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2007,6324000000
Slovenia,Carbon monoxide (CO),2007,20637000
Slovenia,Chlorine and inorganic compounds (as HCl),2007,94200
Slovenia,Chromium and compounds (as Cr),2007,286
Slovenia,Copper and compounds (as Cu),2007,133
Slovenia,Dichloromethane (DCM),2007,6100
Slovenia,Fluorine and inorganic compounds (as HF),2007,314670
Slovenia,Hydrochlorofluorocarbons (HCFCs),2007,213
Slovenia,Hydro-fluorocarbons (HFCS),2007,382
Slovenia,Lead and compounds (as Pb),2007,1121
Slovenia,Mercury and compounds (as Hg),2007,38.1
Slovenia,Methane (CH4),2007,21987000
Slovenia,Naphthalene,2007,4340
Slovenia,Nickel and compounds (as Ni),2007,192
Slovenia,Nitrogen oxides (NOX),2007,14625000
Slovenia,Nitrous oxide (N2O),2007,84200
Slovenia,Non-methane volatile organic compounds (NMVOC),2007,2935000
Slovenia,Particulate matter (PM10),2007,2033100
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.0066500000000000005
Slovenia,Perfluorocarbons (PFCs),2007,13900
Slovenia,Sulphur oxides (SOX),2007,9363000
Slovenia,Zinc and compounds (as Zn),2007,3773
Slovenia,Ammonia (NH3),2008,721000
Slovenia,Arsenic and compounds (as As),2008,28.6
Slovenia,Benzene,2008,8420
Slovenia,Carbon dioxide (CO2),2008,7875000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2008,7070000000
Slovenia,Carbon monoxide (CO),2008,16012000
Slovenia,Chlorine and inorganic compounds (as HCl),2008,110700
Slovenia,Chromium and compounds (as Cr),2008,224
Slovenia,Copper and compounds (as Cu),2008,113
Slovenia,Fluorine and inorganic compounds (as HF),2008,181300
Slovenia,Hydrochlorofluorocarbons (HCFCs),2008,224
Slovenia,Hydro-fluorocarbons (HFCS),2008,600
Slovenia,Lead and compounds (as Pb),2008,916
Slovenia,Mercury and compounds (as Hg),2008,19.8
Slovenia,Methane (CH4),2008,20125000
Slovenia,Naphthalene,2008,2125
Slovenia,Nickel and compounds (as Ni),2008,134
Slovenia,Nitrogen oxides (NOX),2008,14846000
Slovenia,Nitrous oxide (N2O),2008,118400
Slovenia,Non-methane volatile organic compounds (NMVOC),2008,2557000
Slovenia,Particulate matter (PM10),2008,378400
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2008,0.000528
Slovenia,Perfluorocarbons (PFCs),2008,2810
Slovenia,Polycyclic aromatic hydrocarbons (PAHs),2008,62.3
Slovenia,Sulphur oxides (SOX),2008,8064000
Slovenia,Zinc and compounds (as Zn),2008,2176
Slovenia,Ammonia (NH3),2009,489600
Slovenia,Arsenic and compounds (as As),2009,28.9
Slovenia,Benzene,2009,4920
Slovenia,Carbon dioxide (CO2),2009,2414000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2009,6618000000
Slovenia,Carbon monoxide (CO),2009,8472000
Slovenia,Chlorine and inorganic compounds (as HCl),2009,83000
Slovenia,Chromium and compounds (as Cr),2009,355
Slovenia,Copper and compounds (as Cu),2009,188
Slovenia,Dichloromethane (DCM),2009,1440
Slovenia,Fluorine and inorganic compounds (as HF),2009,97800
Slovenia,Hydrochlorofluorocarbons (HCFCs),2009,435
Slovenia,Hydro-fluorocarbons (HFCS),2009,347
Slovenia,Mercury and compounds (as Hg),2009,56.6
Slovenia,Methane (CH4),2009,19545000
Slovenia,Naphthalene,2009,2600
Slovenia,Nickel and compounds (as Ni),2009,83
Slovenia,Nitrogen oxides (NOX),2009,13808000
Slovenia,Nitrous oxide (N2O),2009,96800
Slovenia,Non-methane volatile organic compounds (NMVOC),2009,1677000
Slovenia,Particulate matter (PM10),2009,259800
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2009,0.00030000000000000003
Slovenia,Perfluorocarbons (PFCs),2009,1090
Slovenia,Polycyclic aromatic hydrocarbons (PAHs),2009,76
Slovenia,Sulphur oxides (SOX),2009,7141000
Slovenia,Zinc and compounds (as Zn),2009,405
Slovenia,Ammonia (NH3),2010,449400
Slovenia,Arsenic and compounds (as As),2010,22.8
Slovenia,Benzene,2010,6510
Slovenia,Carbon dioxide (CO2),2010,7093000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2010,1268000000
Slovenia,Carbon monoxide (CO),2010,9910000
Slovenia,Chlorine and inorganic compounds (as HCl),2010,129400
Slovenia,Chromium and compounds (as Cr),2010,566
Slovenia,Copper and compounds (as Cu),2010,133
Slovenia,Dichloromethane (DCM),2010,1600
Slovenia,Fluorine and inorganic compounds (as HF),2010,185000
Slovenia,Hexachlorobenzene (HCB),2010,20.5
Slovenia,Hydrochlorofluorocarbons (HCFCs),2010,215
Slovenia,Hydro-fluorocarbons (HFCS),2010,1060
Slovenia,Mercury and compounds (as Hg),2010,45.4
Slovenia,Methane (CH4),2010,14661000
Slovenia,Naphthalene,2010,2590
Slovenia,Nickel and compounds (as Ni),2010,127
Slovenia,Nitrogen oxides (NOX),2010,12607000
Slovenia,Nitrous oxide (N2O),2010,79900
Slovenia,Non-methane volatile organic compounds (NMVOC),2010,1469000
Slovenia,Particulate matter (PM10),2010,212500
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2010,0.000434
Slovenia,Perfluorocarbons (PFCs),2010,2010
Slovenia,Sulphur oxides (SOX),2010,6664000
Slovenia,Zinc and compounds (as Zn),2010,745
Slovenia,Ammonia (NH3),2011,410100
Slovenia,Arsenic and compounds (as As),2011,53.8
Slovenia,Benzene,2011,4930
Slovenia,Carbon dioxide (CO2),2011,7218000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2011,1260000000
Slovenia,Carbon monoxide (CO),2011,10766000
Slovenia,Chlorine and inorganic compounds (as HCl),2011,130600
Slovenia,Chromium and compounds (as Cr),2011,403
Slovenia,Copper and compounds (as Cu),2011,133
Slovenia,Dichloromethane (DCM),2011,1040
Slovenia,Fluorine and inorganic compounds (as HF),2011,157800
Slovenia,Hexachlorobenzene (HCB),2011,21.9
Slovenia,Hydrochlorofluorocarbons (HCFCs),2011,104
Slovenia,Hydro-fluorocarbons (HFCS),2011,481
Slovenia,Mercury and compounds (as Hg),2011,105.9
Slovenia,Methane (CH4),2011,17712000
Slovenia,Naphthalene,2011,2120
Slovenia,Nickel and compounds (as Ni),2011,51
Slovenia,Nitrogen oxides (NOX),2011,11836000
Slovenia,Nitrous oxide (N2O),2011,70400
Slovenia,Non-methane volatile organic compounds (NMVOC),2011,1277000
Slovenia,Particulate matter (PM10),2011,335600
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2011,0.00039799999999999997
Slovenia,Perfluorocarbons (PFCs),2011,2550
Slovenia,Sulphur oxides (SOX),2011,7472000
Slovenia,Zinc and compounds (as Zn),2011,336
Slovenia,Ammonia (NH3),2012,445900
Slovenia,Arsenic and compounds (as As),2012,37.6
Slovenia,Benzene,2012,2880
Slovenia,Carbon dioxide (CO2),2012,6773000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2012,1239000000
Slovenia,Carbon monoxide (CO),2012,8310000
Slovenia,Chlorine and inorganic compounds (as HCl),2012,67100
Slovenia,Chromium and compounds (as Cr),2012,334
Slovenia,Copper and compounds (as Cu),2012,133
Slovenia,Fluorine and inorganic compounds (as HF),2012,150600
Slovenia,Hydrochlorofluorocarbons (HCFCs),2012,212
Slovenia,Hydro-fluorocarbons (HFCS),2012,727
Slovenia,Lead and compounds (as Pb),2012,436
Slovenia,Mercury and compounds (as Hg),2012,89
Slovenia,Methane (CH4),2012,22083000
Slovenia,Nickel and compounds (as Ni),2012,168
Slovenia,Nitrogen oxides (NOX),2012,10691000
Slovenia,Nitrous oxide (N2O),2012,13400
Slovenia,Non-methane volatile organic compounds (NMVOC),2012,1278000
Slovenia,Particulate matter (PM10),2012,367500
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2012,0.00015
Slovenia,Perfluorocarbons (PFCs),2012,2290
Slovenia,Sulphur oxides (SOX),2012,6838000
Slovenia,Ammonia (NH3),2013,410100
Slovenia,Arsenic and compounds (as As),2013,36.8
Slovenia,Benzene,2013,3980
Slovenia,Carbon dioxide (CO2),2013,6710000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2013,1189000000
Slovenia,Carbon monoxide (CO),2013,9143000
Slovenia,Chlorine and inorganic compounds (as HCl),2013,71300
Slovenia,Chromium and compounds (as Cr),2013,282
Slovenia,Fluorine and inorganic compounds (as HF),2013,112600
Slovenia,Hydrochlorofluorocarbons (HCFCs),2013,163
Slovenia,Hydro-fluorocarbons (HFCS),2013,333
Slovenia,Lead and compounds (as Pb),2013,675
Slovenia,Mercury and compounds (as Hg),2013,102.8
Slovenia,Methane (CH4),2013,22569000
Slovenia,Nickel and compounds (as Ni),2013,139
Slovenia,Nitrogen oxides (NOX),2013,10158000
Slovenia,Nitrous oxide (N2O),2013,13400
Slovenia,Non-methane volatile organic compounds (NMVOC),2013,999000
Slovenia,Particulate matter (PM10),2013,215500
Slovenia,Perfluorocarbons (PFCs),2013,1470
Slovenia,Sulphur oxides (SOX),2013,6407000
Slovenia,Ammonia (NH3),2014,454500
Slovenia,Benzene,2014,3720
Slovenia,Cadmium and compounds (as Cd),2014,10.7
Slovenia,Carbon dioxide (CO2),2014,5466000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2014,1214000000
Slovenia,Carbon monoxide (CO),2014,7858000
Slovenia,Chlorine and inorganic compounds (as HCl),2014,35000
Slovenia,Chromium and compounds (as Cr),2014,319
Slovenia,Fluorine and inorganic compounds (as HF),2014,75700
Slovenia,Hydrochlorofluorocarbons (HCFCs),2014,3
Slovenia,Hydro-fluorocarbons (HFCS),2014,598
Slovenia,Lead and compounds (as Pb),2014,733
Slovenia,Mercury and compounds (as Hg),2014,41
Slovenia,Methane (CH4),2014,19981000
Slovenia,Naphthalene,2014,592
Slovenia,Nickel and compounds (as Ni),2014,150
Slovenia,Nitrogen oxides (NOX),2014,7449000
Slovenia,Nitrous oxide (N2O),2014,78000
Slovenia,Non-methane volatile organic compounds (NMVOC),2014,914000
Slovenia,Particulate matter (PM10),2014,210600
Slovenia,Perfluorocarbons (PFCs),2014,1920
Slovenia,Sulphur oxides (SOX),2014,4477000
Slovenia,Ammonia (NH3),2015,421700
Slovenia,Benzene,2015,6060
Slovenia,Cadmium and compounds (as Cd),2015,11
Slovenia,Carbon dioxide (CO2),2015,5414000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2015,1224000000
Slovenia,Carbon monoxide (CO),2015,11826000
Slovenia,Chlorine and inorganic compounds (as HCl),2015,34000
Slovenia,Chromium and compounds (as Cr),2015,419
Slovenia,Fluorine and inorganic compounds (as HF),2015,60600
Slovenia,Hydro-fluorocarbons (HFCS),2015,583
Slovenia,Lead and compounds (as Pb),2015,511
Slovenia,Mercury and compounds (as Hg),2015,23
Slovenia,Methane (CH4),2015,18863800
Slovenia,Naphthalene,2015,911
Slovenia,Nickel and compounds (as Ni),2015,249
Slovenia,Nitrogen oxides (NOX),2015,4929000
Slovenia,Nitrous oxide (N2O),2015,70000
Slovenia,Non-methane volatile organic compounds (NMVOC),2015,1021000
Slovenia,Particulate matter (PM10),2015,167600
Slovenia,Perfluorocarbons (PFCs),2015,1990
Slovenia,Sulphur oxides (SOX),2015,2634000
Slovenia,Ammonia (NH3),2016,419200
Slovenia,Benzene,2016,3230
Slovenia,Cadmium and compounds (as Cd),2016,43.400000000000006
Slovenia,Carbon dioxide (CO2),2016,5811000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2016,1213000000
Slovenia,Carbon monoxide (CO),2016,12252000
Slovenia,Chlorine and inorganic compounds (as HCl),2016,26500
Slovenia,Chromium and compounds (as Cr),2016,731
Slovenia,Copper and compounds (as Cu),2016,328
Slovenia,Fluorine and inorganic compounds (as HF),2016,47100
Slovenia,Hydro-fluorocarbons (HFCS),2016,972
Slovenia,Lead and compounds (as Pb),2016,502
Slovenia,Mercury and compounds (as Hg),2016,47.1
Slovenia,Methane (CH4),2016,12636000
Slovenia,Naphthalene,2016,766
Slovenia,Nickel and compounds (as Ni),2016,582
Slovenia,Nitrogen oxides (NOX),2016,4668000
Slovenia,Nitrous oxide (N2O),2016,86100
Slovenia,Non-methane volatile organic compounds (NMVOC),2016,997000
Slovenia,Particulate matter (PM10),2016,141500
Slovenia,Perfluorocarbons (PFCs),2016,2500
Slovenia,Sulphur oxides (SOX),2016,1869000
Slovenia,Ammonia (NH3),2017,417300
Slovenia,Benzene,2017,3330
Slovenia,Cadmium and compounds (as Cd),2017,11.1
Slovenia,Carbon dioxide (CO2),2017,5796000000
Slovenia,Carbon dioxide (CO2) excluding biomass,2017,1287000000
Slovenia,Carbon monoxide (CO),2017,12425000
Slovenia,Chlorine and inorganic compounds (as HCl),2017,43100
Slovenia,Chromium and compounds (as Cr),2017,607
Slovenia,Copper and compounds (as Cu),2017,345
Slovenia,Fluorine and inorganic compounds (as HF),2017,70800
Slovenia,Hydro-fluorocarbons (HFCS),2017,1084
Slovenia,Lead and compounds (as Pb),2017,497
Slovenia,Mercury and compounds (as Hg),2017,63
Slovenia,Methane (CH4),2017,21534000
Slovenia,Naphthalene,2017,1410
Slovenia,Nickel and compounds (as Ni),2017,508.8
Slovenia,Nitrogen oxides (NOX),2017,5648000
Slovenia,Nitrous oxide (N2O),2017,108300
Slovenia,Non-methane volatile organic compounds (NMVOC),2017,1300000
Slovenia,Particulate matter (PM10),2017,149700
Slovenia,Perfluorocarbons (PFCs),2017,2210
Slovenia,Sulphur oxides (SOX),2017,2640000
Slovenia,Ammonia (NH3),2018,564792
Slovenia,Benzene,2018,3821.6
Slovenia,Carbon dioxide (CO2),2018,5813676780
Slovenia,Carbon dioxide (CO2) excluding biomass,2018,1420291000
Slovenia,Carbon monoxide (CO),2018,11076999
Slovenia,Chlorine and inorganic compounds (as HCl),2018,30592
Slovenia,Chromium and compounds (as Cr),2018,294.01
Slovenia,Fluorine and inorganic compounds (as HF),2018,68167
Slovenia,Hydro-fluorocarbons (HFCS),2018,1153
Slovenia,Mercury and compounds (as Hg),2018,70.47
Slovenia,Methane (CH4),2018,15612149
Slovenia,Naphthalene,2018,292
Slovenia,Nickel and compounds (as Ni),2018,100.36
Slovenia,Nitrogen oxides (NOX),2018,5787398
Slovenia,Nitrous oxide (N2O),2018,58704
Slovenia,Non-methane volatile organic compounds (NMVOC),2018,1432406
Slovenia,Particulate matter (PM10),2018,154048
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2018,0.00016
Slovenia,Perfluorocarbons (PFCs),2018,1972
Slovenia,Sulphur oxides (SOX),2018,2818044.4
Slovenia,Ammonia (NH3),2019,558158
Slovenia,Benzene,2019,1402
Slovenia,Cadmium and compounds (as Cd),2019,10
Slovenia,Carbon dioxide (CO2),2019,5537234720
Slovenia,Carbon dioxide (CO2) excluding biomass,2019,1306561000
Slovenia,Carbon monoxide (CO),2019,9058893
Slovenia,Chlorine and inorganic compounds (as HCl),2019,20428
Slovenia,Chromium and compounds (as Cr),2019,309.9
Slovenia,Copper and compounds (as Cu),2019,110
Slovenia,Fluorine and inorganic compounds (as HF),2019,42158
Slovenia,Hydro-fluorocarbons (HFCS),2019,1096
Slovenia,Mercury and compounds (as Hg),2019,28.811700000000002
Slovenia,Methane (CH4),2019,15179602
Slovenia,Nickel and compounds (as Ni),2019,165.20999999999998
Slovenia,Nitrogen oxides (NOX),2019,4048542
Slovenia,Nitrous oxide (N2O),2019,113675
Slovenia,Non-methane volatile organic compounds (NMVOC),2019,1271453
Slovenia,Particulate matter (PM10),2019,130655
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2019,0.000175
Slovenia,Perfluorocarbons (PFCs),2019,1493
Slovenia,Sulphur oxides (SOX),2019,2109178
Slovenia,Ammonia (NH3),2020,553506
Slovenia,Arsenic and compounds (as As),2020,56
Slovenia,Benzene,2020,1259
Slovenia,Carbon dioxide (CO2),2020,5314266000
Slovenia,Carbon dioxide (CO2) excluding biomass,2020,1210080931
Slovenia,Carbon monoxide (CO),2020,6697904
Slovenia,Chlorine and inorganic compounds (as HCl),2020,37280
Slovenia,Chromium and compounds (as Cr),2020,376.45
Slovenia,Copper and compounds (as Cu),2020,113
Slovenia,Fluorine and inorganic compounds (as HF),2020,39660
Slovenia,Hydro-fluorocarbons (HFCS),2020,257
Slovenia,Mercury and compounds (as Hg),2020,53.3
Slovenia,Methane (CH4),2020,15410580
Slovenia,Nickel and compounds (as Ni),2020,143.73000000000002
Slovenia,Nitrogen oxides (NOX),2020,3731489
Slovenia,Nitrous oxide (N2O),2020,155952
Slovenia,Non-methane volatile organic compounds (NMVOC),2020,646268
Slovenia,Particulate matter (PM10),2020,103107
Slovenia,PCDD + PCDF (dioxins + furans) (as Teq),2020,0.000144
Slovenia,Perfluorocarbons (PFCs),2020,1217
Slovenia,Sulphur oxides (SOX),2020,1478152
Spain,Ammonia (NH3),2007,39725500
Spain,Anthracene,2007,176
Spain,Arsenic and compounds (as As),2007,5486.799999999999
Spain,Benzene,2007,179230
Spain,Cadmium and compounds (as Cd),2007,2944.2999999999997
Spain,Carbon dioxide (CO2),2007,157980000000
Spain,Carbon monoxide (CO),2007,381662000
Spain,Chlorine and inorganic compounds (as HCl),2007,4221300
Spain,Chlorofluorocarbons (CFCs),2007,217
Spain,Chromium and compounds (as Cr),2007,16357
Spain,Copper and compounds (as Cu),2007,26638
Spain,Di-(2-ethyl hexyl) phthalate (DEHP),2007,62.4
Spain,Dichloromethane (DCM),2007,473040
Spain,Ethylene oxide,2007,14800
Spain,Fluorine and inorganic compounds (as HF),2007,4317170
Spain,Hydrochlorofluorocarbons (HCFCs),2007,3849.9
Spain,Hydro-fluorocarbons (HFCS),2007,99967
Spain,Hydrogen cyanide (HCN),2007,20185
Spain,Lead and compounds (as Pb),2007,46520
Spain,Mercury and compounds (as Hg),2007,4238.4
Spain,Methane (CH4),2007,166539000
Spain,Naphthalene,2007,2632
Spain,Nickel and compounds (as Ni),2007,81557.8
Spain,Nitrogen oxides (NOX),2007,517153000
Spain,Nitrous oxide (N2O),2007,5618300
Spain,Non-methane volatile organic compounds (NMVOC),2007,73511000
Spain,Particulate matter (PM10),2007,29142300
Spain,PCDD + PCDF (dioxins + furans) (as Teq),2007,0.04656800000000001
Spain,Perfluorocarbons (PFCs),2007,21910
Spain,Polychlorinated biphenyls (PCBs),2007,25.939999999999998
Spain,Polycyclic aromatic hydrocarbons (PAHs),2007,13665.8
Spain,Sulphur oxides (SOX),2007,958858000
Spain,Tetrachloroethylene,2007,7090
Spain,Trichloroethylene (TRI),2007,53800
Spain,Trichloromethane,2007,12169
Spain,Vinyl chloride,2007,62140
Spain,Zinc and compounds (as Zn),2007,243365
Spain,Ammonia (NH3),2008,41003400
Spain,Anthracene,2008,193
Spain,Arsenic and compounds (as As),2008,4274.599999999999
Spain,Benzene,2008,249360
Spain,Cadmium and compounds (as Cd),2008,1836.3999999999999
Spain,Carbon dioxide (CO2),2008,148010000000
Spain,Carbon monoxide (CO),2008,314094000
Spain,Chlorine and inorganic compounds (as HCl),2008,2873500
Spain,Chlorofluorocarbons (CFCs),2008,237.16
Spain,Chromium and compounds (as Cr),2008,9392
Spain,Copper and compounds (as Cu),2008,21361
Spain,Di-(2-ethyl hexyl) phthalate (DEHP),2008,1353.4
Spain,Dichloromethane (DCM),2008,351170
Spain,Ethylene oxide,2008,19300
Spain,Fluorine and inorganic compounds (as HF),2008,3502880
Spain,Hexachlorobenzene (HCB),2008,22.1
Spain,Hydrochlorofluorocarbons (HCFCs),2008,10397.5
